procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 308878592 352412 45996172    0    0     0     0 287374 893773  0 12 87  0  0
 5  0      0 308880160 352412 45995852    0    0     0     0 283917 905641  0 12 87  1  0
 5  0      0 308876160 352412 45995780    0    0     0     0 292002 910581  0 12 87  0  0
 7  0      0 308897344 352412 45995588    0    0     0     0 293932 862015  0 12 88  0  0
 3  0      0 308885664 352412 45996964    0    0     0     0 292347 863418  0 11 88  0  0
 1  1      0 308896256 352412 45996656    0    0     0     0 295053 863939  0 11 89  0  0
 4  0      0 308905312 352412 45995988    0    0     0     0 291090 874502  0 12 88  0  0
 6  0      0 308810304 352412 45995480    0    0     0     0 290593 871708  0 12 88  0  0
 6  0      0 308893504 352412 45996428    0    0     0     0 290062 902787  0 12 87  1  0
 7  0      0 308884000 352412 45995828    0    0     0     0 290406 909543  0 12 87  0  0
 2  0      0 308904768 352412 45996576    0    0     0     0 289848 825932  1 11 88  0  0
 6  0      0 308948608 352412 45995876    0    0     0     0 290868 980821  0 13 86  0  0
 4  1      0 308970880 352412 45996068    0    0     0     0 293213 1023120  0 14 85  1  0
 4  0      0 308947008 352412 46000548    0    0     0     0 294910 958788  0 13 85  1  0
 4  2      0 308959456 352412 45996140    0    0     0     0 294760 981974  0 13 86  1  0
11  1      0 309007104 352412 45995316    0    0     0     0 293074 937453  0 12 87  1  0
 6  2      0 309010656 352412 45997920    0    0   580     0 289826 900292  0 12 87  1  0
 2  0      0 309025792 352412 45996472    0    0     0     0 289384 883288  0 12 87  1  0
 8  1      0 308997312 352412 45997004    0    0     0     0 295302 973001  0 14 85  1  0
 7  0      0 308982144 352412 45996916    0    0     0     0 290313 911247  0 12 87  0  0
 7  0      0 309026624 352412 45996204    0    0     0     0 285023 839977  0 11 88  0  0
 6  0      0 309033248 352412 45996652    0    0     0     0 288008 859136  0 11 88  0  0
10  6      0 309054240 352412 46000188    0    0     0     0 295599 892116  0 12 87  1  0
11  0      0 309052000 352412 45995968    0    0     0     0 296490 909895  1 13 85  1  0
 3  0      0 309100736 352412 45996056    0    0     0     0 291865 845068  0 11 89  0  0
11  0      0 309191104 352412 45995812    0    0     0     0 292226 906034  0 12 88  0  0
 5  2      0 309175296 352412 46000748    0    0     0     0 296589 999565  0 14 85  1  0
 8  0      0 309179712 352412 45995572    0    0     0     0 293703 1022995  0 14 85  2  0
 6  0      0 309185664 352412 45996928    0    0     0     0 300364 1025089  0 14 85  1  0
 8  3      0 309181504 352412 45999880    0    0     0     0 294653 1022562  0 14 85  1  0
 3  0      0 309200416 352412 45997308    0    0     0     0 291170 973376  0 13 86  1  0
 6  0      0 309201056 352412 45996112    0    0     0     0 291562 910614  0 12 87  0  0
 3  1      0 309198144 352412 45996524    0    0     0     0 296487 957639  0 12 87  0  0
 5  0      0 308851136 352412 45998000    0    0   640     0 296019 928958  0 13 87  1  0
 6  0      0 308293728 352412 45996584    0    0     0     0 293159 902106  0 12 87  0  0
 5  0      0 309735968 352412 45999936    0    0     0     0 292241 862751  0 12 88  0  0
 4  0      0 309434944 352412 45997872    0    0     0     0 289423 865373  0 12 88  0  0
 2  0      0 309368864 352412 45997968    0    0     0     0 283472 798432  1 11 88  0  0
 5  1      0 308751072 352412 45996824    0    0     0     0 288256 860987  0 13 87  0  0
 5  1      0 309309152 352412 46000484    0    0     0     0 287475 880179  1 12 87  0  0
 4  0      0 310274272 352412 45997844    0    0     0     0 293918 887023  0 12 88  0  0
 4  0      0 310607552 352412 45996672    0    0     0     0 295273 943018  0 13 87  0  0
 4  0      0 310556992 352412 45996672    0    0     0     0 294129 1048001  0 14 85  1  0
13  0      0 310468672 352412 46000316    0    0     0     0 298999 999695  0 14 84  1  0
 4  0      0 310825984 352412 45997844    0    0     0     0 290927 973221  0 13 86  1  0
 7  1      0 311151584 352412 45997804    0    0     0     0 290600 927157  0 12 87  1  0
 8  0      0 311124800 352412 46001704    0    0     0     0 293585 922707  0 12 87  0  0
 5  0      0 311146240 352412 45996688    0    0     0     0 288141 897064  0 12 88  0  0
12  0      0 311063808 352412 45998236    0    0     0     0 288522 866347  0 12 87  0  0
 4  0      0 311316032 352412 45997056    0    0     0     0 292273 914126  0 12 87  1  0
 1  0      0 311473184 352412 45997744    0    0     0     0 292037 876114  0 12 88  0  0
 8  0      0 311477120 352412 46000924    0    0     0     0 291176 849374  0 11 88  0  0
 3  0      0 311635072 352412 45997204    0    0     0     0 295839 876767  0 12 88  0  0
 8  0      0 311632544 352412 45998744    0    0     0     0 297450 908256  0 13 86  1  0
 9  0      0 311662912 352412 45998060    0    0   580     0 303041 869514  0 11 88  0  0
 3  0      0 311700288 352412 45997876    0    0     0     0 299116 874975  0 11 88  0  0
10  0      0 311713504 352412 45997304    0    0     0     0 298670 970200  0 13 87  1  0
 6  1      0 311729696 352412 45997736    0    0     0     0 298626 1043711  0 14 85  1  0
 3  1      0 311733376 352412 45997288    0    0     0     0 300828 976013  0 14 84  2  0
 2  1      0 311736256 352412 45997132    0    0     0     0 302194 1042873  0 14 85  1  0
10  1      0 311754688 352412 45997124    0    0     0     0 297433 976832  0 13 87  1  0
 9  0      0 311762720 352412 45998712    0    0     0     0 297108 938447  0 12 88  0  0
 5  0      0 311773920 352412 45996908    0    0     0     0 292598 915611  0 12 87  1  0
 5  0      0 311765408 352412 46002240    0    0     0     0 289600 940403  0 13 86  1  0
 7  0      0 311754432 352412 45998948    0    0     0     0 288279 920663  0 12 87  0  0
 7  0      0 311744736 352412 45998132    0    0     0     0 284521 845215  0 11 89  0  0
 8  0      0 311763552 352412 45998756    0    0     0     0 288243 877273  0 11 88  0  0
 4  1      0 311769024 352412 45998548    0    0     0     0 291393 874119  0 11 88  0  0
 5  0      0 311787968 352412 45997192    0    0     0     0 293672 897675  0 12 87  0  0
 9  1      0 311806656 352412 45997776    0    0     0     0 289489 931494  0 12 87  0  0
 3  0      0 311812064 352412 45997408    0    0     0     0 286532 826805  0 11 89  0  0
 8  0      0 311812000 352412 45997416    0    0     0     0 288788 868410  0 12 88  0  0
 9  1      0 311811808 352412 45998100    0    0     0     0 298984 1015452  1 15 84  1  0
 4  1      0 311791296 352412 45998004    0    0     0     0 295875 981753  0 13 85  1  0
 8  0      0 311805600 352412 45996912    0    0     0     0 294712 929451  0 12 88  1  0
 1  0      0 311821568 352412 46001488    0    0     0     0 295471 980264  0 13 86  1  0
 5  0      0 311821664 352412 45998836    0    0     0     0 296370 951123  0 12 87  0  0
 6  0      0 311828896 352412 45997420    0    0     0     0 295711 957922  0 12 87  1  0
30 41      0 311832960 352412 45996512    0    0     0     0 295077 940340  0 12 87  0  0
 3  0      0 311834208 352412 45997960    0    0     0     0 294609 965239  0 13 87  1  0
 5  1      0 311838976 352412 45997776    0    0     0     0 295042 962715  0 13 85  1  0
 3  0      0 311835200 352412 45997712    0    0     0     0 286930 839926  0 11 88  0  0
 2  1      0 311821152 352412 46001420    0    0     0     0 291310 886436  0 12 88  0  0
 2  0      0 311828448 352412 45997756    0    0     0     0 293513 963937  0 13 87  1  0
 4  0      0 311819840 352412 45998216    0    0     0     0 290487 877522  0 12 88  0  0
 4  0      0 311848704 352412 45997756    0    0     0     0 290733 888542  0 12 88  0  0
10  0      0 311842112 352412 45998024    0    0     0     0 291739 949503  0 12 87  1  0
 7  0      0 311822912 352412 45999056    0    0     0     0 291767 1000209  0 13 85  1  0
 5  1      0 311844224 352412 45997948    0    0     0     0 291780 959960  0 13 87  0  0
 3  0      0 311848864 352412 45997724    0    0     0     0 293886 963305  0 13 86  1  0
 5  0      0 311844096 352412 45998152    0    0     0     0 293391 983798  0 13 86  1  0
 3  0      0 311854144 352412 45996988    0    0     0     0 294603 965874  0 13 87  0  0
 2  0      0 311874592 352412 45998132    0    0     0     0 293309 947055  0 13 86  1  0
 4  1      0 311870400 352412 45997760    0    0     0     0 298081 934591  0 12 87  1  0
 4  0      0 311857024 352412 46013124    0    0     0     0 292368 874648  0 12 87  0  0
 7  0      0 311834176 352412 46013160    0    0     0     0 293425 870651  0 11 88  0  0
 7  0      0 311757056 352412 46012628    0    0     0     0 293009 859560  0 11 89  0  0
 4  0      0 311760160 352412 46013092    0    0     0     0 293697 881067  0 12 88  1  0
 6  0      0 311824448 352412 46013176    0    0     0     0 291331 865225  0 12 88  0  0
 3  0      0 312095840 352412 46013776    0    0     0     0 286952 859955  0 12 87  1  0
 6  0      0 312123616 352412 46012568    0    0     0     0 283640 786542  0 11 89  0  0
11  0      0 312133664 352412 46012784    0    0     0     0 289449 909401  0 12 88  0  0
 7  0      0 312049632 352412 46012104    0    0     0     0 293980 961910  0 13 87  0  0
 5  1      0 312051392 352412 46013200    0    0     0     0 290372 940522  0 12 87  0  0
 7  0      0 312058784 352412 46016620    0    0     0     0 297731 926575  0 13 86  1  0
 4  2      0 312051968 352412 46011788    0    0     0     0 297423 916724  0 12 87  0  0
 7  0      0 311850272 352412 46012868    0    0     0     0 295771 967954  0 13 86  1  0
 5  0      0 311865504 352412 46012476    0    0     0     0 295158 944760  0 13 87  1  0
10  0      0 311858496 352412 46012688    0    0     0     0 296882 924168  0 12 87  0  0
 8  0      0 311863392 352412 46012048    0    0     0     0 295352 926448  0 14 85  1  0
 5  0      0 311847104 352412 46012292    0    0     0     0 293621 910630  0 12 87  0  0
 4  0      0 311844672 352412 46013176    0    0     0     0 292913 897593  0 12 88  0  0
 4  0      0 311851168 352412 46012924    0    0     0     0 295953 870083  0 11 88  0  0
10  0      0 311846656 352412 46013140    0    0     0     0 288381 846044  0 11 89  0  0
 3  0      0 311841952 352412 46015728    0    0     0     0 296203 902671  0 13 86  1  0
 4  0      0 311854912 352412 46012856    0    0     0     0 295588 853369  0 12 88  0  0
 3  0      0 311851232 352412 46011324    0    0     0     0 293352 899464  0 12 87  1  0
 5  0      0 311862304 352412 46012440    0    0     0     0 291811 996759  0 13 86  1  0
 3  0      0 311856032 352412 46012264    0    0     0     0 296506 978781  0 13 86  1  0
 3  0      0 311879104 352412 46012452    0    0     0     0 293868 994780  0 14 83  2  0
 4  0      0 311881120 352412 46013900    0    0     0     0 303277 999980  0 13 86  1  0
10  0      0 311903648 352412 46013372    0    0     0     0 297780 975542  0 13 86  1  0
 7  0      0 311921024 352412 46011584    0    0     0     0 295922 952275  0 13 87  1  0
 3  1      0 311903904 352412 46012764    0    0     0     0 293258 911966  0 12 87  0  0
 5  0      0 311910336 352412 46013196    0    0     0     0 291255 876340  0 13 85  2  0
 3  0      0 311912864 352412 46011908    0    0     0     0 298261 892472  0 12 88  0  0
 6  1      0 311923392 352412 46012992    0    0     0     0 303779 876250  0 12 88  0  0
 5  0      0 311925824 352412 46012788    0    0     0     0 296125 849518  0 11 88  0  0
 7  0      0 311945408 352412 46012888    0    0     0     0 300684 860729  0 11 88  1  0
 6  0      0 311936352 352412 46012224    0    0     0     0 299427 911103  0 13 85  2  0
 6  0      0 311938496 352412 46013136    0    0     0     0 299025 864727  0 11 88  0  0
 4  0      0 311937248 352412 46012772    0    0     0     0 299486 930283  0 12 87  0  0
 6  0      0 311931744 352412 46011080    0    0     0     0 297561 1041356  0 14 85  1  0
 1  0      0 311918080 352412 46013040    0    0     0     0 294052 962630  0 13 86  1  0
 7  0      0 311928896 352412 46012908    0    0     0     0 298128 975958  0 14 84  2  0
 9  0      0 311926528 352412 46013324    0    0     0     0 299674 998187  0 14 85  1  0
 5  0      0 311942016 352412 46013784    0    0     0     0 296653 969225  0 13 86  1  0
 6  0      0 311932992 352412 46012396    0    0     0     0 298703 1002344  0 13 87  1  0
 6  0      0 311952704 352412 46012976    0    0     0     0 295411 927467  0 12 87  1  0
 9  3      0 311965344 352412 46013620    0    0     0     0 294493 906287  0 13 85  1  0
11  0      0 311951008 352412 46012068    0    0     0     0 301781 895963  0 12 87  1  0
 7  0      0 311957600 352412 46012228    0    0     0     0 296286 863121  0 11 88  0  0
 6  0      0 311965152 352412 46012792    0    0     0     0 300183 926476  0 12 88  0  0
 6  0      0 311956960 352412 46013024    0    0     0     0 299483 905982  0 12 88  0  0
 5  1      0 311961568 352412 46013536    0    0     0     0 302968 876728  0 13 86  1  0
 4  0      0 311971008 352412 46014020    0    0     0     0 293195 816675  0 11 88  1  0
 6  0      0 311974400 352412 46012052    0    0     0     0 300084 885540  0 12 88  0  0
 6  0      0 311965024 352412 46011988    0    0     0     0 299217 954531  0 13 87  0  0
 5  0      0 311937056 352412 46011572    0    0     0     0 295638 951570  0 13 87  0  0
11  0      0 311940320 352412 46012420    0    0     0     0 295645 943516  0 14 85  1  0
 7  0      0 311931776 352412 46012700    0    0     0     0 293837 935105  0 12 87  1  0
 1  0      0 311921440 352412 46013892    0    0     0     0 296658 926325  0 12 87  0  0
 4  0      0 311928288 352412 46012640    0    0     0     0 295120 909827  0 12 88  0  0
 4  0      0 311937728 352412 46012480    0    0     0     0 299385 906169  0 12 88  0  0
 7  0      0 311943840 352412 46012196    0    0     0     0 308434 1041276  0 15 81  4  0
 5  0      0 311944352 352412 46012900    0    0     0     0 299034 922726  0 12 87  1  0
 9  0      0 311947200 352412 46013700    0    0     0     0 297592 919227  0 12 88  0  0
 9  0      0 311944608 352412 46013140    0    0     0     0 303132 886704  0 12 88  0  0
 7  0      0 311965216 352412 46012952    0    0     0     0 302069 938775  0 13 86  1  0
 7  2      0 311968000 352412 46011480    0    0     0     0 304520 1037120  0 15 84  1  0
 7  0      0 311948160 352412 46012448    0    0     0     0 297792 951719  0 13 86  2  0
 8  0      0 311964896 352412 46013644    0    0     0     0 301632 953487  0 13 86  1  0
 3  0      0 311978816 352412 46012820    0    0     0     0 303080 1058803  0 14 85  1  0
 4  0      0 311937952 352412 46012396    0    0     0     0 300084 1010574  0 14 85  1  0
 7  4      0 311929920 352412 46012808    0    0     0     0 299933 994216  0 14 84  2  0
 7  1      0 311923872 352412 46011508    0    0     0     0 298451 982716  0 13 86  2  0
 7  1      0 311951296 352412 46012352    0    0     0     0 300677 971754  0 13 86  1  0
 7  1      0 311955488 352412 46012696    0    0     0     0 301723 979786  0 13 86  1  0
 8  0      0 311949952 352412 46012612    0    0     0     0 302320 979538  0 13 87  1  0
 6 56      0 311960640 352412 46012480    0    0     0     0 313250 963331  0 12 87  1  0
 2  1      0 311979264 352412 46012848    0    0     0     0 298020 894906  0 13 84  3  0
 7  0      0 311944512 352412 46012360    0    0     0     0 298930 887322  0 11 88  1  0
 2  0      0 311960032 352412 46012168    0    0     0     0 298518 881706  0 11 88  0  0
 2  0      0 311960608 352412 46012328    0    0     0     0 292150 916575  0 12 88  0  0
 7  1      0 311965984 352412 46012876    0    0     0     0 297122 861443  0 11 88  0  0
 5  3      0 311947936 352412 46011932    0    0     0     0 293647 877628  0 12 86  2  0
 1  1      0 311973152 352412 46013152    0    0     0     0 297075 944439  0 12 87  1  0
 6  0      0 311958592 352412 46012272    0    0     0     0 299550 1042369  0 14 86  1  0
 5  0      0 311978176 352412 46013100    0    0     0     0 298126 974602  0 13 86  1  0
12  0      0 311987616 352412 46012544    0    0     0     0 300316 955139  0 13 86  1  0
 5  0      0 312003456 352412 46012096    0    0     0     0 295888 955263  0 14 84  2  0
 5  0      0 312008000 352412 46013276    0    0     0     0 302185 982808  0 13 86  1  0
 4  2      0 311993856 352412 46016176    0    0     0     0 301024 996528  0 13 86  1  0
 3  2      0 312004000 352412 46012500    0    0     0     0 297051 967010  0 13 87  1  0
 6  0      0 312002880 352412 46011944    0    0     0     0 296283 966640  0 13 86  1  0
 4  0      0 312005984 352412 46011940    0    0     0     0 288869 903601  0 13 85  2  0
 7  0      0 311990848 352412 46013088    0    0     0     0 293749 868160  0 12 87  1  0
 5  0      0 311923552 352420 46012572    0    0     0     0 337184 960714  1 14 84  0  0
 9  0      0 311945632 352420 46013716    0    0     0     0 355717 997001  2 15 83  0  0
 8  0      0 311971712 352420 46013640    0    0     0     0 302912 893763  0 12 88  0  0
 4  0      0 311970176 352420 46012988    0    0     0     0 290365 918241  0 13 85  2  0
11  1      0 311946144 352420 46014408    0    0     0     0 297929 975204  1 15 84  1  0
 5  0      0 311936928 352424 46012684    0    0     0   104 304901 1028111  0 13 86  0  0
10  0      0 311894432 352424 46013700    0    0     0     0 362280 1200808  2 15 83  0  0
 5  0      0 311943872 352424 46014460    0    0     0     0 363941 1121512  2 14 84  0  0
 5  0      0 311923200 352424 46013368    0    0     0     0 298879 936766  0 14 84  2  0
 4  1      0 311940192 352424 46013396    0    0     0     0 300843 987567  0 13 85  1  0
12  0      0 311922720 352432 46014520    0    0     0     0 333549 1051689  1 15 83  1  0
 8  0      0 311922784 352436 46013636    0    0     0    68 351086 999422  2 15 83  0  0
 7  2      0 311958592 352436 46013940    0    0     0    56 324833 974465  1 14 85  1  0
 5  3      0 311953536 352436 46013564    0    0     0     0 302026 896518  0 13 85  2  0
 5  0      0 311960128 352436 46013256    0    0     0     0 293574 813512  0 11 88  1  0
10  0      0 311919680 352436 46012852    0    0     0     0 321582 915621  1 14 84  0  0
 9  0      0 311954176 352436 46013936    0    0     0     0 341009 1020044  2 14 84  0  0
 3  0      0 311960640 352436 46014112    0    0     0     0 282856 867533  0 12 88  0  0
 3  0      0 311920832 352448 46014520    0    0     0    96 312825 797573  2 14 84  1  0
 7  0      0 311944704 352448 46014056    0    0     0     0 324162 920045  2 14 82  2  0
 7  0      0 311977504 352448 46013552    0    0     0     0 290849 939549  0 13 87  0  0
 6  0      0 311970432 352448 46012736    0    0     0     0 286172 907970  0 12 87  0  0
 7  0      0 311933312 352448 46014336    0    0     0     0 308673 891968  2 14 85  0  0
 5  0      0 311968960 352448 46012652    0    0     0     0 319442 919200  2 14 83  1  0
 7  3      0 311973376 352460 46013920    0    0     0    96 288254 963932  0 13 85  2  0
 1  0      0 311965664 352460 46014436    0    0     0     0 288120 932359  0 13 86  1  0
 5  0      0 311974560 352460 46014028    0    0     0     0 290109 888107  0 12 88  0  0
 3  0      0 311975584 352460 46013436    0    0     0     0 287085 856980  0 11 88  1  0
 5  0      0 311932640 352460 46013728    0    0     0     0 327017 991052  2 16 81  2  0
 7  4      0 311932800 352460 46014564    0    0     0   124 327463 920894  2 14 83  1  0
 8  0      0 311941216 352460 46015724    0    0     0     0 293459 875134  0 12 87  1  0
13  0      0 311912896 352460 46012992    0    0     0     0 320800 1000261  2 16 82  1  0
 7  0      0 311926208 352460 46013264    0    0     0     0 331958 948706  2 15 83  0  0
 6  0      0 311923520 352460 46014124    0    0     0     0 324959 929300  1 14 84  1  0
 7  0      0 311943424 352460 46014272    0    0     0     0 333676 1093550  1 13 85  1  0
 6  0      0 311951360 352468 46014468    0    0     0    60 325221 1187653  0 13 86  1  0
 2  0      0 311955200 352468 46012756    0    0     0    48 324510 1136086  0 13 86  1  0
 5  0      0 311879296 352468 46013380    0    0     0     0 326784 942936  1 14 84  0  0
 8  0      0 311878400 352468 46013536    0    0     0     0 336252 983101  2 15 82  1  0
 3  0      0 311881952 352468 46013688    0    0     0     0 318694 975601  1 14 83  1  0
 8  0      0 311903296 352468 46012180    0    0     0     0 307354 985027  1 14 84  2  0
 3  0      0 311913792 352468 46012300    0    0     0     0 296720 979297  0 13 86  1  0
 6  1      0 311868224 352468 46016972    0    0     0     0 330615 1012350  2 15 83  1  0
 6  0      0 311917792 352476 46012892    0    0     0   124 337674 944342  2 14 84  1  0
 6  0      0 311941152 352476 46013392    0    0     0     0 288814 855162  0 12 87  1  0
 3  0      0 311923072 352476 46013452    0    0     0     0 289499 844126  0 11 87  1  0
 1  1      0 311925600 352476 46014708    0    0     0     0 291638 832060  0 11 88  0  0
 5  0      0 311924256 352476 46014780    0    0     0     0 293818 888785  0 12 88  0  0
 7  1      0 311942848 352476 46015032    0    0     0     0 290640 821019  0 12 88  0  0
 3  4      0 311945504 352476 45999560    0    0     0     0 288754 911673  0 12 87  1  0
 5  0      0 311938432 352476 45998512    0    0     0     0 286698 920727  0 12 86  2  0
 1  1      0 311936832 352480 46004180    0    0     0    60 286917 908484  0 12 87  1  0
 6  0      0 311941632 352480 45998992    0    0     0     0 289441 895893  0 12 88  1  0
10  1      0 311922368 352480 45998416    0    0     0     0 291232 920674  0 13 86  1  0
10  0      0 311934528 352480 45998064    0    0     0     0 289024 893129  0 12 87  1  0
 1  0      0 311948768 352480 45998700    0    0     0     0 291189 955980  0 13 85  2  0
 4  0      0 311933792 352480 46002448    0    0     0    48 288986 922797  0 12 87  1  0
 7  0      0 311936000 352480 45998244    0    0     0     0 283017 853211  0 12 88  0  0
 5  0      0 311939488 352480 45998524    0    0     0     0 287489 808675  0 12 88  1  0
 8  0      0 311934400 352480 45997780    0    0     0     0 284918 806421  0 11 89  0  0
 7  0      0 311942496 352480 45999164    0    0     0     0 288136 833014  0 11 87  2  0
 3  0      0 311953024 352480 45998352    0    0     0     0 284258 765861  0 10 89  0  0
 1  0      0 311953056 352480 45998292    0    0     0     0 286690 767701  0 10 90  0  0
 9  0      0 311944000 352480 45998300    0    0     0     0 289836 819069  0 11 88  1  0
 5  1      0 311940960 352480 45998956    0    0     0     0 294713 902470  0 12 88  0  0
 6  1      0 311939392 352480 45998668    0    0     0     0 293655 1021836  0 13 85  2  0
 7  2      0 311930560 352480 45997608    0    0     0     0 293118 967154  0 13 86  1  0
 6  0      0 311933376 352480 45999792    0    0     0     0 290798 918664  0 12 88  0  0
 4  0      0 311935328 352480 45999256    0    0     0     0 292510 898479  0 13 85  1  0
 2  3      0 311945184 352480 45999444    0    0     0     0 287812 903217  0 12 88  1  0
 8  1      0 311949952 352480 45998264    0    0     0     0 285543 926321  0 12 86  2  0
 7  0      0 311953824 352480 45998536    0    0     0     0 285996 847525  0 11 88  1  0
 7  0      0 311911776 352480 45999464    0    0     0     0 282490 800186  0 10 89  0  0
36 26      0 311761632 352480 45997884    0    0     0     0 280891 760558  0 10 89  0  0
 8  0      0 311765056 352480 45998552    0    0     0     0 286829 786943  0 11 87  1  0
 7  0      0 311754944 352480 45998120    0    0     0     0 290443 866102  0 11 87  1  0
 5  0      0 311773664 352480 45999004    0    0     0     0 289535 882643  0 12 88  1  0
 5  0      0 311793184 352480 45998484    0    0     0     0 291845 836056  0 11 89  0  0
 1  1      0 311792128 352480 45999560    0    0     0     0 284246 746874  0 10 90  0  0
 3  1      0 311762752 352480 46000080    0    0     0     0 288937 863515  0 12 87  1  0
 4  0      0 311615072 352480 45998164    0    0     0     0 292440 962425  0 13 86  1  0
 5  0      0 311599712 352480 45998876    0    0     0     0 286248 909705  0 12 86  2  0
 4  0      0 311436096 352480 45998064    0    0     0     0 295020 919532  0 12 87  0  0
 6  1      0 311253824 352480 45997092    0    0     0     0 290425 918510  0 12 87  1  0
 4  1      0 311241216 352480 45997932    0    0     0     0 291913 913000  0 13 86  1  0
 9  3      0 310766688 352480 45998780    0    0     0     0 290446 931215  0 12 86  1  0
 5  0      0 310753408 352480 45998700    0    0     0     0 294377 921502  0 12 86  1  0
 5  0      0 310446432 352480 45999500    0    0     0     0 295428 905967  0 12 88  0  0
 4  0      0 309976800 352480 45998424    0    0     0     0 275936 731030  1 10 89  0  0
 9  0      0 309758528 352480 45998800    0    0     0     0 281110 759188  0 11 87  1  0
 6  0      0 309777056 352480 45998232    0    0     0     0 284832 778581  0 10 89  0  0
 3  1      0 309028160 352480 45998920    0    0     0     0 284256 787203  0 11 86  2  0
 6  1      0 309020160 352480 45997740    0    0     0     0 271263 697726  1  9 88  1  0
 6  0      0 309054272 352480 45998392    0    0     0     0 276808 777044  1 10 89  1  0
 6  1      0 309048352 352480 45998296    0    0     0     0 278107 829769  1 12 86  1  0
 5  3      0 309062880 352480 45997840    0    0     0     0 291806 927995  0 12 86  2  0
 2  1      0 309060160 352480 45998764    0    0     0     0 295605 1012577  0 14 84  2  0
 4  0      0 309068064 352480 45998684    0    0     0     0 293191 903012  0 12 87  1  0
 5  0      0 309077952 352480 45998612    0    0     0     0 293339 926866  0 12 87  1  0
 4  4      0 309093856 352480 45998956    0    0     0     0 301631 939846  0 13 86  1  0
 3  0      0 309076512 352480 45999304    0    0     0     0 285686 828910  0 11 88  1  0
 7  0      0 309079520 352480 45998212    0    0     0     0 291723 918554  0 12 85  2  0
 2  0      0 309086592 352480 45999568    0    0     0     0 291685 871677  0 11 88  0  0
 4  0      0 309087328 352480 45999200    0    0     0     0 289570 833457  0 11 88  0  0
 4  0      0 309094496 352480 45998468    0    0     0     0 289489 782926  0 11 88  0  0
 2  0      0 309080256 352480 45997712    0    0     0     0 294781 834098  0 11 89  0  0
 3  3      0 309089952 352480 45997908    0    0     0     0 293247 895367  0 12 87  1  0
 5  0      0 309099616 352480 45998760    0    0     0     0 290201 865910  0 11 88  1  0
 8  0      0 309104896 352480 45997916    0    0     0     0 283916 789909  0 10 89  0  0
 5  0      0 309090112 352480 45998672    0    0     0     0 290577 867655  0 12 86  1  0
 8  0      0 309086272 352480 45998192    0    0     0     0 295855 955170  0 12 87  1  0
 3  1      0 309111104 352480 45998532    0    0     0     0 286928 905746  0 12 86  2  0
 5  0      0 309112832 352480 45997940    0    0     0     0 292064 900527  0 12 86  2  0
12  0      0 309105888 352480 45998820    0    0     0     0 293476 914005  0 12 87  0  0
 8  0      0 309003328 352480 45997936    0    0     0     0 293226 922035  1 13 85  1  0
 4  1      0 308971328 352480 45997428    0    0     0     0 291452 928013  0 12 87  1  0
 4  0      0 308879168 352480 45997600    0    0     0     0 292287 942567  0 12 86  1  0
 9  0      0 308878528 352480 45998244    0    0     0     0 293520 924891  0 12 87  1  0
 3  0      0 308887456 352480 45997612    0    0     0     0 290243 836039  0 11 89  0  0
 5  0      0 308883712 352480 45997900    0    0     0     0 290761 811992  0 12 87  1  0
 1  1      0 308874720 352480 45998836    0    0     0     0 293009 830374  0 11 89  0  0
 5  3      0 308889504 352480 45998576    0    0     0     0 287932 821133  0 11 89  1  0
 3  0      0 308882624 352480 45998524    0    0     0     0 293380 835677  0 11 87  2  0
 5  0      0 308862144 352480 45996908    0    0     0     0 291606 832369  0 11 89  0  0
10  1      0 308841760 352480 45998472    0    0     0     0 301292 918250  1 14 84  1  0
 4  0      0 308832032 352480 45998116    0    0     0     0 297843 969690  0 13 86  1  0
 6  0      0 308824800 352480 45997636    0    0     0     0 298986 971510  0 13 86  1  0
 2  1      0 308832128 352480 45998256    0    0     0     0 288641 942728  0 13 85  2  0
11  0      0 308826624 352480 45999092    0    0     0     0 286130 877405  0 11 88  1  0
 6  0      0 308836896 352480 45997872    0    0     0     0 296994 920042  0 12 87  1  0
 5  1      0 308841280 352480 45997648    0    0     0     0 290720 887388  0 12 87  1  0
 6  0      0 308850592 352480 45998240    0    0     0     0 292155 899447  0 12 88  1  0
 9  0      0 308839520 352480 45999116    0    0     0     0 294756 948424  0 13 85  2  0
 5  0      0 308844736 352480 45998096    0    0     0     0 291591 814875  0 11 89  0  0
 8  0      0 308858240 352480 45998456    0    0     0     0 289933 818114  0 11 89  0  0
 5  0      0 308854944 352480 45998696    0    0     0     0 290065 806285  0 11 89  0  0
 7  0      0 308863648 352480 45999452    0    0     0     0 294837 849035  0 11 89  0  0
 5  0      0 308844992 352480 45999292    0    0     0     0 291042 902144  0 12 87  2  0
 5  0      0 308864832 352480 45997956    0    0     0     0 291907 801733  0 11 89  0  0
 7  1      0 308844576 352480 45996496    0    0     0     0 293659 943604  0 13 86  1  0
 8  0      0 308860160 352480 45998712    0    0     0     0 292528 918309  0 12 87  1  0
 5  0      0 308777600 352480 45999324    0    0     0     0 291149 907098  0 12 87  1  0
 2  0      0 308857152 352480 45997448    0    0     0     0 289116 879452  0 12 86  2  0
 6  0      0 308870752 352480 46001856    0    0     0     0 285613 856696  0 11 88  0  0
