procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
51  0      0 409069248  14548 37339652    0    0     0     0 8081 1534  9  3 88  0  0
11  0      0 408163968  14548 37339492    0    0     0     0 19149 3799 21  4 75  0  0
12  0      0 407389824  14548 37339492    0    0     0     0 12304  858 20  3 77  0  0
11  0      0 406753536  14548 37339492    0    0     0     0 12338  916 20  3 77  0  0
11  0      0 405521024  14548 37339492    0    0     0     0 12333  847 20  3 77  0  0
11  0      0 399247520  14548 42628224    0    0     0     0 12374  771 15  8 77  0  0
 5  0      0 398441376  14560 42581524    0    0     0    48 8275 1894  9  3 87  0  0
 5  0      0 401626240  14560 39141056    0    0     0     0 5679 1040  9  1 90  0  0
 4  0      0 402254912  14560 38498564    0    0     0     0 4897  635  8  1 91  0  0
11  0      0 404512672  14560 37420104    0    0     0     0 5139  964  7  2 91  0  0
11  0      0 409957216  14560 37339416    0    0     0     0 21771 3050 21  5 75  0  0
11  0      0 408700704  14572 37339444    0    0     0    44 12205  936 19  3 77  0  0
11  0      0 407475904  14572 37339444    0    0     0     0 12241  799 20  3 77  0  0
11  0      0 405878912  14572 37339444    0    0     0     0 12349  880 20  3 77  0  0
11  0      0 402811488  14572 38871044    0    0     0     0 12253  814 19  4 77  0  0
12  0      0 398179712  14572 43360944    0    0     0     0 14982 1873 16  8 76  0  0
12  0      0 399043264  14572 41640592    0    0     0     0 13381 1225 23  2 75  0  0
12  0      0 400756992  14572 39920240    0    0     0     0 13270  970 23  2 75  0  0
12  0      0 402299200  14572 38201760    0    0     0     0 13309 1113 23  2 75  0  0
11  0      0 399931136  14572 40643612    0    0     0     0 12543 1043 19  4 77  0  0
12  0      0 397874368  14580 42971376    0    0     0    68 13294 1390 17  7 76  0  0
12  0      0 398875872  14580 41978536    0    0     0     0 13564 1219 21  4 75  0  0
13  0      0 400138496  14580 40001632    0    0     0     0 13388  982 22  3 75  0  0
12  0      0 400404736  14580 39639884    0    0     0     0 13255  993 21  4 75  0  0
12  0      0 400228544  14580 39920228    0    0     0     0 13325 1230 21  4 75  0  0
11  0      0 399591840  14580 40649800    0    0     0     0 12400  897 20  3 77  0  0
11  0      0 397601344  14580 43000004    0    0     0     0 13057 1242 18  6 76  0  0
12  0      0 397534688  14580 42844008    0    0     0     0 13193 1369 21  3 76  0  0
11  0      0 396540256  14580 42823448    0    0     0     0 13137  999 20  5 75  0  0
10  0      0 397931488  14580 41569396    0    0     0     0 12324 1030 20  3 77  0  0
 9  0      0 398061920  14580 41361324    0    0     0     0 11330 1234 17  3 80  0  0
 9  0      0 397210944  14580 42823628    0    0     0     0 11473 1406 14  6 80  0  0
 8  0      0 397307136  14580 41891284    0    0     0     0 9305  793 14  2 83  0  0
 7  0      0 398979840  14580 40222696    0    0     0     0 8470  930 13  2 85  0  0
 5  0      0 399038624  14580 40046364    0    0     0     0 8458 1836  9  4 86  0  0
 4  0      0 400585504  14580 38545232    0    0     0     0 5057 1358  8  1 91  0  0
11  0      0 408915648  14580 37362420    0    0     0     0 17902 3323 16  4 80  0  0
11  0      0 407752576  14580 37362456    0    0     0     0 12238  864 18  5 77  0  0
11  0      0 407005984  14580 37362456    0    0     0     0 12320  869 20  3 77  0  0
11  0      0 405837472  14580 37362460    0    0     0     0 12305  888 20  3 77  0  0
11  0      0 403814400  14580 37472812    0    0     0     0 12263  851 20  3 77  0  0
 9  0      0 396896576  14592 43967008    0    0     0    48 12579 1248 13  9 78  0  0
 5  0      0 399199840  14592 41674044    0    0     0     0 6686 1235 10  2 88  0  0
 5  0      0 402590688  14592 38303720    0    0     0     0 5675 1008  9  1 90  0  0
 4  0      0 402796864  14592 38303440    0    0     0     0 4786  862  7  1 92  0  0
11  0      0 411854304  14592 37362236    0    0     0     0 18454 6124 17  5 79  0  0
11  0      0 409613536  14592 37362248    0    0     0     0 12299  843 19  4 77  0  0
11  0      0 407839968  14604 37362248    0    0     0    44 12324  933 20  3 77  0  0
11  0      0 405727424  14604 37362248    0    0     0     0 12191  887 20  3 77  0  0
11  0      0 404453824  14604 37485184    0    0     0     0 12223  828 21  2 77  0  0
12  0      0 397366624  14604 44243444    0    0     0     0 15360 2184 14 10 76  0  0
12  0      0 399062912  14604 42523652    0    0     0     0 13398 1014 23  2 75  0  0
12  0      0 399548128  14604 40803144    0    0     0     0 13424  997 23  2 75  0  0
12  0      0 401247552  14604 39082696    0    0     0     0 13233  862 23  2 75  0  0
11  0      0 400306496  14604 39875232    0    0     0     0 12702  770 21  4 76  0  0
11  0      0 397055200  14604 43948356    0    0     0     0 12871 1484 16  7 77  0  0
12  0      0 397797120  14612 43383672    0    0     0    68 13441 1250 21  4 75  0  0
12  0      0 398589184  14612 41663320    0    0     0     0 13397 1071 23  2 75  0  0
12  0      0 400217216  14612 39969540    0    0     0     0 13340 1048 22  3 75  0  0
12  0      0 400109504  14612 40347884    0    0     0     0 13536 1114 20  5 75  0  0
11  0      0 397977216  14612 42483796    0    0     0     0 12636 1202 18  5 77  0  0
12  0      0 396187168  14612 43660448    0    0     0     0 13362 1347 18  6 76  0  0
12  0      0 395702176  14612 44203384    0    0     0     0 12596 1083 20  3 77  0  0
12  0      0 395734368  14612 43000504    0    0     0     0 13443 1108 21  4 75  0  0
12  0      0 396776640  14612 42661552    0    0     0     0 13369 1035 21  4 75  0  0
 9  0      0 395502400  14612 43886332    0    0     0     0 12420 1072 16  7 77  0  0
 7  0      0 395617504  14612 43706496    0    0     0     0 10569 1599 15  3 82  0  0
 6  0      0 393940640  14612 45358860    0    0     0     0 8740  844 11  3 86  0  0
 7  0      0 395148960  14612 44069044    0    0     0     0 9705  995 12  3 86  0  0
 5  0      0 395859360  14612 42846396    0    0     0     0 7875  888 10  3 87  0  0
 5  0      0 397574848  14612 41125856    0    0     0     0 5588  783  9  1 90  0  0
 4  0      0 397715424  14612 40981336    0    0     0     0 5213  860  8  2 90  0  0
 4  0      0 399366176  14612 39364848    0    0     0    64 4589  810  7  1 92  0  0
53  0      0 409804224  14612 37362212    0    0     0     0 10580 1747 10  3 87  0  0
11  0      0 408571840  14612 37362296    0    0     0     0 15833 2308 21  4 75  0  0
11  0      0 407596288  14612 37362296    0    0     0     0 12307  899 20  3 77  0  0
11  0      0 406427520  14612 37362296    0    0     0     0 12276  811 20  3 77  0  0
11  0      0 404863744  14612 37362296    0    0     0     0 12418  894 20  3 77  0  0
10  0      0 399045888  14624 42424316    0    0     0    48 12301  860 15  8 77  0  0
 5  0      0 398816928  14624 41744260    0    0     0     0 8708 1719 10  4 86  0  0
 5  0      0 401820384  14624 38507628    0    0     0     0 5643 1007  9  1 90  0  0
 4  0      0 401361408  14624 38925736    0    0     0     0 4711  624  8  1 91  0  0
52  0      0 409264896  14624 37362580    0    0     0     0 13370 2170 11  3 85  0  0
11  0      0 408224224  14624 37362312    0    0     0     0 14378 2021 21  4 76  0  0
11  0      0 407377760  14636 37362300    0    0     0    44 12270  820 20  3 77  0  0
11  0      0 406225856  14636 37362312    0    0     0     0 12154  814 20  3 77  0  0
11  0      0 405404608  14636 37362316    0    0     0     0 12129  859 21  2 77  0  0
11  0      0 398223328  14636 43493240    0    0     0     0 12972 1089 14  9 77  0  0
12  0      0 398397344  14636 43289936    0    0     0     0 14648 1855 22  3 75  0  0
12  0      0 400223936  14636 41367648    0    0     0     0 13275 1057 23  2 75  0  0
13  0      0 401897120  14636 39495320    0    0     0     0 16471 2673 23  3 74  0  0
11  0      0 402629376  14636 38343168    0    0     0     0 15007 1382 23  4 73  0  0
11  0      0 397930304  14636 42726780    0    0     0     0 12874 1176 16  7 77  0  0
12  0      0 396095488  14644 43910392    0    0     0    68 13519 1439 18  6 76  0  0
12  0      0 397499296  14644 42523640    0    0     0     0 13845 1066 22  3 75  0  0
12  0      0 399338784  14644 40803192    0    0     0     0 13485 1101 23  2 75  0  0
12  0      0 399597280  14644 40532776    0    0     0     0 13464  984 21  4 75  0  0
11  0      0 399090272  14644 40915452    0    0     0     0 13463 1464 20  4 76  0  0
11  0      0 396375008  14644 43564224    0    0     0     0 12769 1098 18  5 77  0  0
11  0      0 394859712  14644 45087604    0    0     0     0 12517 1024 19  4 77  0  0
12  0      0 395688800  14644 44085644    0    0     0     0 13610 1155 21  4 75  0  0
12  0      0 395949952  14644 43948908    0    0     0     0 13449 1018 20  5 75  0  0
11  0      0 396940928  14644 42976716    0    0     0     0 12692  912 20  3 76  0  0
 9  0      0 396390528  14644 43452196    0    0     0     0 12259 1450 17  5 78  0  0
 9  0      0 394544736  14644 45153700    0    0     0     0 10439 1133 14  4 82  0  0
 6  0      0 394889216  14644 44566896    0    0     0     0 9019  778 13  3 84  0  0
 6  0      0 395593920  14644 43689120    0    0     0     0 7351  730 11  2 87  0  0
 5  0      0 397064896  14644 42168844    0    0     0     0 6383  915  8  2 89  0  0
 4  0      0 398384960  14644 40265636    0    0     0     0 4793 1142  7  1 92  0  0
 4  0      0 400235136  14644 38423720    0    0     0    64 4556  716  8  1 92  0  0
11  0      0 410378080  14644 37362328    0    0     0     0 18499 3515 17  5 78  0  0
11  0      0 409202688  14644 37362364    0    0     0     0 12235  949 20  3 77  0  0
11  0      0 407608224  14644 37362364    0    0     0     0 12223  917 20  3 77  0  0
11  0      0 405697536  14644 37362364    0    0     0     0 12149  836 20  3 77  0  0
11  0      0 403601920  14644 37862820    0    0     0     0 12225  903 20  3 77  0  0
 6  0      0 397079392  14656 44117640    0    0     0    48 12112 1763 11  9 80  0  0
 6  0      0 398640128  14656 40884016    0    0     0     0 5945  927  9  2 89  0  0
 4  0      0 400931072  14656 38303264    0    0     0     0 5563  905  9  1 90  0  0
 4  0      0 400962752  14656 38514396    0    0     0     0 4562  665  7  2 92  0  0
11  0      0 409732480  14656 37362316    0    0     0     0 19138 3312 16  4 79  0  0
11  0      0 409023360  14668 37362316    0    0     0    44 12222  829 19  4 77  0  0
11  0      0 408386560  14668 37362316    0    0     0     0 12190  778 20  3 77  0  0
11  0      0 407154016  14668 37362316    0    0     0     0 12210  823 20  3 77  0  0
11  0      0 405470208  14668 37547204    0    0     0     0 12280  936 20  3 77  0  0
11  0      0 398295872  14668 43749460    0    0     0     0 13043 1076 14  9 77  0  0
12  0      0 398602080  14668 43383708    0    0     0     0 14600 1808 22  2 75  0  0
12  0      0 399358336  14668 41663260    0    0     0     0 13358  957 23  2 75  0  0
12  0      0 400906624  14668 40015476    0    0     0     0 13311 1053 23  2 75  0  0
11  0      0 400871008  14668 40101508    0    0     0     0 13331 1076 20  5 75  0  0
11  0      0 399525856  14668 41214628    0    0     0     0 12657 1129 19  4 77  0  0
12  0      0 397595840  14676 43045300    0    0     0    68 13066 1175 18  6 76  0  0
11  0      0 396451776  14676 44161388    0    0     0     0 12758 1068 19  4 77  0  0
12  0      0 395781376  14676 43893564    0    0     0     0 13430 1143 20  5 75  0  0
11  0      0 395934848  14676 43383856    0    0     0     0 12943  926 20  4 76  0  0
11  0      0 396762304  14676 41663504    0    0     0     0 12456  997 21  2 77  0  0
12  0      0 395412224  14676 43109704    0    0     0     0 14094 2577 18  6 76  0  0
11  0      0 394153984  14676 44213092    0    0     0     0 13114 1341 20  4 76  0  0
10  0      0 392920416  14676 45983724    0    0     0     0 11562 1265 16  4 80  0  0
11  0      0 395042240  14676 44180276    0    0     0     0 11968  990 19  3 78  0  0
11  0      0 396089984  14676 42712576    0    0     0     0 12587 1116 20  3 77  0  0
 9  0      0 395101952  14676 43766512    0    0     0     0 12298 1016 17  6 78  0  0
 9  0      0 394528384  14676 44334436    0    0     0     0 10497 1508 14  4 82  0  0
 7  0      0 396007872  14676 42906320    0    0     0     0 9190  887 14  3 84  0  0
 7  0      0 397672576  14676 41202640    0    0     0     0 8501 1035 13  1 85  0  0
 5  0      0 396856128  14676 41970808    0    0     0     0 8224 1033 10  4 86  0  0
 4  0      0 399390976  14676 39465748    0    0     0     0 4937 1013  7  1 91  0  0
11  0      0 402986112  14676 37744788    0    0     0    64 5316  902  7  2 91  0  0
11  0      0 407644576  14676 37422156    0    0     0     0 19991 3148 20  5 75  0  0
11  0      0 406729312  14676 37422156    0    0     0     0 12182  697 20  3 77  0  0
11  0      0 405550176  14676 37422156    0    0     0     0 12163  667 20  3 77  0  0
11  0      0 404457856  14676 37422156    0    0     0     0 12423 1075 20  3 77  0  0
11  0      0 400118880  14676 40224088    0    0     0     0 12314  968 17  6 77  0  0
 5  0      0 397104192  14688 42932352    0    0     0    48 10314 1543 10  6 84  0  0
 5  0      0 399108192  14688 40083704    0    0     0     0 5992 1028  9  1 90  0  0
 4  0      0 400360320  14688 38559012    0    0     0     0 5158  811  8  1 90  0  0
11  0      0 404202784  14688 37502816    0    0     0     0 5308 1074  7  2 91  0  0
11  0      0 409376032  14688 37422172    0    0     0     0 19854 4283 21  5 74  0  0
11  0      0 408828256  14700 37422160    0    0     0    44 12247  836 20  3 77  0  0
11  0      0 407837632  14700 37422172    0    0     0     0 12110  758 20  3 77  0  0
12  0      0 406354624  14700 37422172    0    0     0     0 12336  916 20  3 77  0  0
11  0      0 403352096  14700 39137468    0    0     0     0 12283  839 18  5 77  0  0
12  0      0 399022976  14700 43443608    0    0     0     0 15500 2014 16  8 76  0  0
12  0      0 400684736  14700 41723256    0    0     0     0 13660  996 23  2 75  0  0
12  0      0 401300928  14700 40002904    0    0     0     0 13392 1050 23  2 75  0  0
12  0      0 402985440  14700 38282552    0    0     0     0 13517 1043 23  2 75  0  0
12  0      0 400391904  14700 40471124    0    0     0     0 12732  994 19  4 77  0  0
12  0      0 397927328  14708 43665688    0    0     0    68 12917 1169 16  7 77  0  0
12  0      0 397845312  14708 42460380    0    0     0     0 13674 1320 21  4 75  0  0
12  0      0 399396672  14708 40910592    0    0     0     0 13467 1094 22  3 75  0  0
12  0      0 399900224  14708 39709636    0    0     0     0 13331 1033 22  4 75  0  0
11  0      0 399446496  14708 40321872    0    0     0     0 13806 1335 20  5 75  0  0
11  0      0 397458432  14708 43078824    0    0     0     0 12936 1120 17  6 77  0  0
12  0      0 397758720  14708 42802720    0    0     0     0 13743 1416 19  5 75  0  0
12  0      0 397986848  14708 41753412    0    0     0     0 13608 1268 21  4 75  0  0
11  0      0 398438880  14708 41723436    0    0     0     0 13239  949 20  5 75  0  0
11  0      0 400367616  14708 40003052    0    0     0     0 12514 1088 20  3 77  0  0
 9  0      0 397968448  14708 42626816    0    0     0     0 11475 1196 15  5 80  0  0
 9  0      0 396785568  14708 44019536    0    0     0     0 10405 1191 13  5 82  0  0
 8  0      0 398359904  14708 42465116    0    0     0     0 9720 1115 14  3 83  0  0
 8  0      0 399650496  14708 41185876    0    0     0     0 9539  989 14  3 83  0  0
 7  0      0 401149056  14708 39620784    0    0     0     0 8414  819 12  2 85  0  0
 6  0      0 399784032  14708 40542144    0    0     0     0 7860  890  9  4 87  0  0
 4  0      0 400715584  14708 39424604    0    0     0     0 5600  894  8  2 90  0  0
53  0      0 411158016  14708 37422340    0    0     0    64 9459 1843  9  3 87  0  0
11  0      0 409769312  14708 37422164    0    0     0     0 16634 2848 21  4 75  0  0
11  0      0 408279296  14708 37422164    0    0     0     0 12262  817 20  3 77  0  0
11  0      0 407005440  14708 37422164    0    0     0     0 12218  759 20  3 77  0  0
11  0      0 405619168  14708 37422164    0    0     0     0 12210  874 20  3 77  0  0
11  0      0 399732512  14720 42327568    0    0     0    48 12142  725 15  8 77  0  0
 5  0      0 398976352  14720 42253668    0    0     0     0 8851 1631 10  4 86  0  0
 5  0      0 401742080  14720 39224020    0    0     0     0 5629  978  9  1 90  0  0
 4  0      0 402039040  14720 38858600    0    0     0     0 4978  858  8  1 91  0  0
52  0      0 410329248  14720 37422348    0    0     0     0 9844 1791  9  3 88  0  0
11  0      0 408783488  14720 37422164    0    0     0     0 17119 3365 21  4 74  0  0
11  0      0 407445184  14732 37422152    0    0     0    44 12329  852 20  3 77  0  0
11  0      0 405865376  14732 37422164    0    0     0     0 12276  916 20  3 77  0  0
11  0      0 404236448  14732 37422164    0    0     0     0 12101  870 20  3 77  0  0
11  0      0 399942336  14732 40916480    0    0     0     0 12199  784 17  6 77  0  0
12  0      0 397381856  14732 43443684    0    0     0     0 15181 1767 19  6 75  0  0
12  0      0 398179872  14732 41723332    0    0     0     0 13458 1406 23  2 75  0  0
12  0      0 399803520  14732 39913732    0    0     0     0 13255  990 23  2 75  0  0
11  0      0 401335584  14732 38282356    0    0     0     0 13206  916 23  2 75  0  0
11  0      0 399255776  14732 41020000    0    0     0     0 12521 1154 17  6 77  0  0
11  0      0 396209216  14740 44897528    0    0     0    68 12906 1587 16  7 77  0  0
12  0      0 396293216  14740 44089984    0    0     0     0 12984  957 21  3 76  0  0
12  0      0 397583296  14740 42461460    0    0     0     0 13171  880 22  3 75  0  0
12  0      0 399027040  14740 40746400    0    0     0     0 13243  981 21  4 75  0  0
12  0      0 398618720  14740 40973148    0    0     0     0 13492 1128 19  6 75  0  0
12  0      0 395489472  14740 44220104    0    0     0     0 13000 1385 17  7 76  0  0
11  0      0 395529376  14740 44303876    0    0     0     0 12704 1125 21  2 77  0  0
12  0      0 396011680  14740 44540068    0    0     0     0 15701 2707 20  4 76  0  0
10  0      0 393841440  14740 47204844    0    0     0     0 14399 1427 18  7 75  0  0
 9  0      0 391779296  14740 47359728    0    0     0     0 11119 1145 14  5 81  0  0
 8  0      0 392106528  14740 47165752    0    0     0     0 9566  939 13  4 83  0  0
 9  0      0 393739488  14740 45509688    0    0     0     0 11710  909 15  3 81  0  0
 7  0      0 394402656  14740 44846308    0    0     0     0 10266 1457 15  3 82  0  0
 7  0      0 392848832  14740 46305480    0    0     0     0 8830  921 10  4 85  0  0
 6  0      0 394157504  14740 44936592    0    0     0     0 7559  811 11  2 87  0  0
 5  0      0 396192928  14740 42906088    0    0     0     0 6370  883  9  2 89  0  0
 4  0      0 397069536  14740 42045788    0    0     0     0 5672  842  8  2 90  0  0
 4  0      0 398786912  14740 40284684    0    0     0    64 4704 1035  7  1 92  0  0
 4  0      0 400357888  14740 37744796    0    0     0     0 4576  807  7  1 92  0  0
11  0      0 409600704  14740 37422180    0    0     0     0 20289 3184 19  5 76  0  0
11  0      0 408785984  14740 37422180    0    0     0     0 12228  894 19  3 77  0  0
11  0      0 407731584  14740 37422180    0    0     0     0 12158  832 20  3 77  0  0
11  0      0 406305088  14740 37422180    0    0     0     0 12246  897 20  3 77  0  0
11  0      0 403177280  14740 38726076    0    0     0     0 12213  865 18  5 77  0  0
 6  0      0 397496288  14752 43486480    0    0     0    48 12308 1758 12  8 80  0  0
 5  0      0 400608992  14752 40083748    0    0     0     0 5773 1092  9  2 90  0  0
 4  0      0 402188736  14752 38363004    0    0     0     0 5207  757  9  1 90  0  0
 5  0      0 401374912  14752 39177544    0    0     0     0 4777  673  7  2 92  0  0
 5  0      0 409871392  14752 37422100    0    0     0     0 14869 2747 13  3 83  0  0
11  0      0 408424000  14764 37422172    0    0     0    44 15376 3789 19  4 76  0  0
11  0      0 407255072  14764 37422184    0    0     0     0 12379  835 20  3 77  0  0
11  0      0 405715072  14764 37422184    0    0     0     0 12243  812 20  3 77  0  0
11  0      0 404578528  14764 37422184    0    0     0     0 12475 1020 20  3 77  0  0
12  0      0 397902720  14764 43393076    0    0     0     0 12660  862 14  9 77  0  0
12  0      0 397236960  14764 43443908    0    0     0     0 15382 1451 22  4 75  0  0
12  0      0 397676096  14764 41723444    0    0     0     0 13558 1373 22  3 75  0  0
12  0      0 396911488  14764 40863376    0    0     0     0 13434 1043 23  2 75  0  0
12  0      0 397214368  14764 39142868    0    0     0     0 13271  963 23  3 75  0  0
12  0      0 392949920  14764 41722560    0    0     0     0 13582  996 18  7 75  0  0
12  0      0 390103200  14772 44304568    0    0     0    68 13321 1532 17  6 76  0  0
12  0      0 389892896  14772 42832540    0    0     0     0 13290 1065 23  2 75  0  0
12  0      0 389472864  14772 41723732    0    0     0     0 13285 1089 22  3 75  0  0
12  0      0 388203488  14772 40905124    0    0     0     0 13359 1084 21  4 75  0  0
12  0      0 385875104  14772 41955536    0    0     0     0 13507  964 20  5 75  0  0
11  0      0 385158304  14772 41919340    0    0     0     0 13492 1513 21  3 75  0  0
12  0      0 382765888  14772 44303872    0    0     0     0 13863 1025 18  6 76  0  0
12  0      0 382061184  14772 43443672    0    0     0     0 13491  981 23  2 75  0  0
12  0      0 381296576  14772 43214840    0    0     0     0 13426 1016 20  5 75  0  0
11  0      0 379453856  14772 43983572    0    0     0     0 12844 1146 19  5 77  0  0
10  0      0 379203360  14772 42583700    0    0     0     0 11700  971 19  3 78  0  0
 9  0      0 376717600  14772 43577516    0    0     0     0 11486 1261 15  6 79  0  0
 8  0      0 374790112  14772 44311080    0    0     0     0 11028 1140 14  6 81  0  0
 6  0      0 373552320  14772 43766512    0    0     0     0 9176 1121 13  3 84  0  0
 6  0      0 372812992  14772 41455304    0    0     0     0 7357  903 11  1 87  0  0
 5  0      0 370910880  14772 41620440    0    0     0    64 7487 1059  9  3 88  0  0
 4  0      0 370387840  14772 39465516    0    0     0     0 5105  799  7  2 91  0  0
 4  0      0 377626208  14772 37744776    0    0     0     0 6347 1305  7  3 90  0  0
 4  0      0 375919776  14772 37744688    0    0     0     0 4513  559  8  1 92  0  0
 4  0      0 375272672  14772 37744688    0    0     0     0 4499  512  8  0 92  0  0
 4  0      0 375903456  14772 37744688    0    0     0     0 4369  407  8  1 92  0  0
 4  0      0 375935584  14772 37744688    0    0     0     0 4590  580  8  0 92  0  0
 4  0      0 375402496  14772 37744688    0    0     0     0 4408  412  8  0 92  0  0
 4  0      0 376002208  14784 37744676    0    0     0    44 4612  596  8  0 92  0  0
 4  0      0 376289024  14784 37744676    0    0     0     0 4496  529  8  0 92  0  0
 4  0      0 374897408  14784 37744676    0    0     0     0 4500  593  8  0 92  0  0
11  0      0 407940480  14784 37422100    0    0     0     0 15925 2706 17  2 81  0  0
11  0      0 406410688  14784 37422184    0    0     0     0 12891 4081 18  5 77  0  0
11  0      0 405145664  14784 37422184    0    0     0     0 12069  799 20  3 77  0  0
11  0      0 403421024  14784 37422184    0    0     0     0 12274  959 20  3 77  0  0
11  0      0 401628320  14784 37427508    0    0     0     0 12201  863 20  3 77  0  0
 6  0      0 394394688  14784 44303736    0    0     0     0 12242 1616 11 10 80  0  0
 5  0      0 393619040  14784 43524312    0    0     0     0 5769  673  9  2 89  0  0
 5  0      0 394155392  14784 40943896    0    0     0     0 5635  930  9  2 90  0  0
 5  0      0 393415648  14784 38921776    0    0     0     0 5576  774  8  2 90  0  0
 4  0      0 392344864  14784 39177332    0    0     0     0 4839  617  7  2 91  0  0
 4  0      0 402296384  14796 37503016    0    0     0    72 6401 1226  7  4 90  0  0
 4  0      0 402355136  14796 37502704    0    0     0     0 4594  665  8  0 92  0  0
 4  0      0 402310112  14796 37502704    0    0     0     0 4487  566  8  0 92  0  0
11  0      0 408409344  14796 37422164    0    0     0     0 20951 12306 19  3 78  0  0
11  0      0 407077600  14796 37422188    0    0     0     0 13825 3041 19  4 77  0  0
11  0      0 405368608  14796 37422188    0    0     0     0 13475 4679 20  3 77  0  0
12  0      0 403530016  14808 37422188    0    0     0    36 12306  829 20  3 77  0  0
11  0      0 400941952  14808 38045096    0    0     0     0 12226  817 19  4 77  0  0
12  0      0 395318720  14808 43443244    0    0     0     0 15528 1445 15  9 76  0  0
12  0      0 396819296  14808 41723320    0    0     0     0 13540 1500 23  2 75  0  0
12  0      0 398362752  14808 40002888    0    0     0     0 13304  994 23  2 75  0  0
12  0      0 400100736  14808 38282460    0    0     0     0 13172  976 23  2 75  0  0
11  0      0 397697344  14808 40547500    0    0     0     0 12900 1138 19  4 76  0  0
12  0      0 394399296  14808 43823704    0    0     0     0 12532 1243 17  6 77  0  0
12  0      0 394692768  14816 43217452    0    0     0    68 13384  980 21  4 75  0  0
12  0      0 396460064  14816 41682496    0    0     0     0 13832 1335 22  3 75  0  0
12  0      0 397177824  14816 40679432    0    0     0     0 13305  929 21  4 75  0  0
11  0      0 397245632  14816 40863120    0    0     0     0 13729 1397 20  5 75  0  0
11  0      0 394800640  14816 43615592    0    0     0    64 12265  770 18  5 77  0  0
12  0      0 395229376  14816 43543352    0    0     0     0 13590 1459 21  3 76  0  0
12  0      0 396221440  14816 42563176    0    0     0     0 13399 1040 22  3 75  0  0
12  0      0 395581632  14816 43115468    0    0     0     0 13445 1026 20  5 75  0  0
11  0      0 397005344  14816 41723392    0    0     0     0 12718 1099 21  3 77  0  0
10  0      0 395312864  14816 43368896    0    0     0     0 11973 1167 17  5 78  0  0
10  0      0 394715360  14816 43939640    0    0     0     0 11396 1157 16  3 80  0  0
 6  0      0 394088640  14816 44585772    0    0     0     0 10557  997 15  4 81  0  0
 6  0      0 396256704  14816 42366416    0    0     0     0 7275  842 11  1 87  0  0
 6  0      0 397215328  14816 41417188    0    0     0     0 6821  915  9  2 88  0  0
 4  0      0 397743712  14816 40906924    0    0     0     0 4866 1100  7  1 91  0  0
 4  0      0 400115808  14816 38604720    0    0     0     0 4633  832  7  1 92  0  0
33  0      0 411956672  14816 37421928    0    0     0     0 12500 2360 14  3 83  0  0
11  0      0 409895552  14816 37421976    0    0     0     0 19152 12111 19  5 76  0  0
11  0      0 408340896  14816 37421976    0    0     0     0 12243  820 20  3 77  0  0
11  0      0 406534784  14816 37421976    0    0     0     0 12335  853 20  3 77  0  0
11  0      0 404599360  14816 37421976    0    0     0     0 12361  896 20  3 77  0  0
 8  0      0 397551264  14828 43702192    0    0     0    44 12216 1107 13  9 78  0  0
 5  0      0 398497504  14828 41586980    0    0     0     0 8157 2223  9  2 88  0  0
 5  0      0 401526240  14828 38395212    0    0     0     0 5660 1029  9  1 90  0  0
 4  0      0 401791488  14828 38659956    0    0     0     0 4681  607  8  1 91  0  0
113  0      0 410981536  14828 37202760    0    0     0     0 8326 1451  8  3 88  0  0
11  0      0 409332640  14828 37202476    0    0     0     0 20279 12522 21  4 74  0  0
11  0      0 407906688  14840 37255588    0    0     0    44 12921 1745 20  3 77  0  0
10  1      0 406431520  14840 36886200    0    0     0     0 16535 3615 20  3 77  0  0
 8  1      0 407031488  14840 34848092    0    0     0     0 22212 14836 14  6 79  2  0
 8  2      0 401780704  14840 38842092    0    0     0     0 16530 11668 10  7 80  3  0
12  0      0 398856832  14840 41156772    0    0     0     0 19275 11032 16  6 77  1  0
12  0      0 399983840  14840 39822252    0    0     0     0 15999 5085 23  2 75  0  0
11  0      0 401990432  14840 37824604    0    0     0     0 14527 2809 22  2 75  0  0
12  0      0 402936128  14840 36096916    0    0     0     0 14632 2960 22  2 75  0  0
10  1      0 400631104  14840 38853864    0    0     0     0 14482 3123 16  6 77  0  0
12  0      0 399564288  14848 40713788    0    0     0    68 13837 2110 15  9 76  0  0
13  0      0 399626112  14848 40668976    0    0     0     0 19097 6282 19  6 75  0  0
12  0      0 401276896  14848 38996116    0    0     0     0 15745 2428 23  3 73  0  0
12  0      0 400901216  14848 37687040    0    0     0     0 15149 3852 21  3 75  0  0
11  0      0 399256768  14848 39583824    0    0     0     0 14055 1899 18  6 76  0  0
12  0      0 398108352  14848 40430288    0    0     0     0 14928 2952 19  5 76  0  0
 9  0      0 397492448  14848 41394280    0    0     0     0 13376 1813 20  4 76  0  0
12  0      0 398052224  14848 40288520    0    0     0     0 14268 2654 21  3 75  0  0
12  0      0 399314496  14848 39326192    0    0     0     0 15380 4513 21  3 76  0  0
10  0      0 398742432  14848 40111420    0    0     0     0 13445 1608 18  6 76  0  0
 9  0      0 397003520  14848 40970932    0    0     0     0 12398 2266 16  5 79  0  0
 8  0      0 396535040  14848 41443660    0    0     0     0 9357 1400 13  3 84  0  0
