4.130068938434836900e-07 8.408511953787873727e-07 1.544469354661958364e-06 2.490633059406114699e-06 3.525568028850045662e-06 4.163610790705169969e-06 4.493201857043434036e-06 3.992195794227365947e-06 2.907869117910585225e-06 1.795691560431803528e-06 9.577224174364503046e-07 4.575927582731560642e-07
6.147590015979168083e-07 1.367171686494112654e-06 2.731447478132351307e-06 4.791432152578886181e-06 7.080845018463599416e-06 8.766569300651610666e-06 9.985292214493088217e-06 8.924146617343945185e-06 6.179548390294666105e-06 3.374751373142528929e-06 1.575299604115511812e-06 6.585654653471557261e-07
7.413036931350640125e-07 1.883223900477421555e-06 4.284773702600500343e-06 8.646174733238305143e-06 1.367442278500007693e-05 1.721905964952446467e-05 1.967575805983980537e-05 1.674282093244513375e-05 1.059710819979955202e-05 4.963777110544956429e-06 1.984985788961874689e-06 7.244604883101375536e-07
6.710629323536712187e-07 1.894552570088220321e-06 4.850508449061185451e-06 1.116342753435346331e-05 1.888002899984437107e-05 2.395086436917847949e-05 2.696984087503281728e-05 2.147695450986869623e-05 1.231731749256213525e-05 4.907175669990348319e-06 1.756506729485460618e-06 5.861562997971185370e-07
3.851798636592850684e-07 1.078741197665191052e-06 2.942322954086817298e-06 7.665010458361898974e-06 1.452548087712668825e-05 1.867099492937616921e-05 2.058719177089789263e-05 1.512230884820921116e-05 7.865765228758685510e-06 2.656300662735787401e-06 8.651265723503501093e-07 2.745825338974882030e-07
8.193652419461068501e-08 2.071734925554304827e-07 5.785505688595899972e-07 1.615910851413201451e-06 3.381815384383197991e-06 3.817118716537417813e-06 4.187636247616650389e-06 2.949932062453271855e-06 1.428462835194628830e-06 4.082080521119808806e-07 1.143958292953194557e-07 3.589223529748509163e-08
5.539602329803723707e-09 3.478333677984198170e-08 1.132661575369206231e-07 3.485095149409126520e-07 5.972158025977199318e-07 1.362527772491718114e-06 1.456987605996390498e-06 1.411253278559424042e-06 7.742276339463088167e-07 2.775947798742528912e-07 9.672125010503105639e-08 2.721334510704903404e-08
1.034826095686532517e-07 3.434042362766553385e-07 1.103576509239892358e-06 3.672925590284015539e-06 8.393015744324786614e-06 1.451755051597325175e-05 1.585480786399605447e-05 1.340988387501639367e-05 7.815146812835889296e-06 3.009582103022365838e-06 1.048657470899405102e-06 3.041856248986920912e-07
3.160875326832354770e-07 9.337023872298177530e-07 2.920327240244843283e-06 8.442575652898527940e-06 1.733873009181347827e-05 2.580450914380507416e-05 2.784031506547109260e-05 2.365974380302672685e-05 1.521827330739142525e-05 6.705982747296345519e-06 2.482008256900445576e-06 7.622924993953257261e-07
5.039041472142196757e-07 1.386608187008668470e-06 3.906913081218443168e-06 9.495649933407033166e-06 1.718083138555884495e-05 2.311158179874402461e-05 2.429115223962232496e-05 2.044760737973169701e-05 1.394572983473874038e-05 6.930037746167582985e-06 2.891925591449559325e-06 1.021223085939631703e-06
5.084484046192939624e-07 1.238338737774451628e-06 3.036066957596375491e-06 6.422035327379534733e-06 1.058937464983707315e-05 1.354979454746258679e-05 1.398828065235209729e-05 1.171294547020602647e-05 8.348030457954516557e-06 4.641956168225304000e-06 2.228593500905965546e-06 9.200947893653738393e-07
3.972281936855200436e-07 8.552328017306693198e-07 1.792636505115726688e-06 3.327330837655250549e-06 5.037400503924365428e-06 6.282624473973402579e-06 6.519992006127545642e-06 5.582896834504769486e-06 4.180589649899404445e-06 2.551746312867551399e-06 1.369900679533123628e-06 6.521474860672127649e-07
