timestamp, name, utilization.gpu [%], utilization.memory [%], temperature.gpu
2025/06/19 17:49:50.475, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:49:50.475, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:49:50.475, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:49:52.475, NVIDIA H200, 0 %, 0 %, 31
2025/06/19 17:49:52.475, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:49:52.475, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:49:52.475, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:49:54.475, NVIDIA H200, 1 %, 1 %, 31
2025/06/19 17:49:54.476, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:49:54.476, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:49:54.476, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:49:56.476, NVIDIA H200, 0 %, 0 %, 31
2025/06/19 17:49:56.476, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:49:56.476, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:49:56.476, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:49:58.476, NVIDIA H200, 3 %, 1 %, 31
2025/06/19 17:49:58.476, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:49:58.476, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:49:58.476, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:50:00.477, NVIDIA H200, 0 %, 0 %, 31
2025/06/19 17:50:00.477, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:50:00.477, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:50:00.477, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:50:02.477, NVIDIA H200, 41 %, 6 %, 32
2025/06/19 17:50:02.477, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:50:02.477, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:50:02.477, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:50:04.477, NVIDIA H200, 91 %, 23 %, 35
2025/06/19 17:50:04.477, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:50:04.477, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:50:04.477, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:50:06.478, NVIDIA H200, 8 %, 0 %, 31
2025/06/19 17:50:06.478, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:50:06.478, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:50:06.478, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:50:08.478, NVIDIA H200, 15 %, 5 %, 32
2025/06/19 17:50:08.478, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:50:08.478, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:50:08.478, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:50:10.478, NVIDIA H200, 7 %, 0 %, 32
2025/06/19 17:50:10.478, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:50:10.478, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:50:10.478, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:50:12.478, NVIDIA H200, 8 %, 0 %, 32
2025/06/19 17:50:12.479, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:50:12.479, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:50:12.479, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:50:14.479, NVIDIA H200, 6 %, 0 %, 32
2025/06/19 17:50:14.479, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:50:14.479, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:50:14.479, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:50:16.479, NVIDIA H200, 8 %, 0 %, 32
2025/06/19 17:50:16.479, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:50:16.479, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:50:16.479, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:50:18.480, NVIDIA H200, 9 %, 0 %, 32
2025/06/19 17:50:18.480, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:50:18.480, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:50:18.480, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:50:20.480, NVIDIA H200, 8 %, 0 %, 32
2025/06/19 17:50:20.480, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:50:20.480, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:50:20.480, NVIDIA H200, 0 %, 0 %, 28
