3.605010041388428157e-05 5.514022612331061143e-05 7.401472872210811474e-05 7.934988818418806436e-05 5.849144052452430876e-05 2.141538376439847474e-05 3.768582332782306795e-07 9.323811737812624884e-06 2.925019754312365325e-05 4.030242035077814637e-05 3.945050305999345919e-05 3.228188346189037993e-05
4.255324300573543159e-05 7.540965039174245233e-05 1.184784327554360729e-04 1.473967291547823933e-04 1.200808766914700731e-04 4.297204936062390656e-05 5.818840245135529050e-08 2.797696848861090050e-05 6.877773751582221267e-05 7.970090153520607943e-05 6.753434976791026698e-05 4.906298689248967109e-05
4.181631213978498763e-05 8.711907235954944077e-05 1.648053591338929447e-04 2.465386661843272428e-04 2.312607261698208674e-04 8.491142555686975952e-05 1.040418088777074823e-07 6.991256025835395564e-05 1.418998281351418870e-04 1.397551637192887019e-04 1.024200744559880451e-04 6.587167229363742030e-05
2.777773967794768150e-05 6.927878312015847944e-05 1.617259434522336421e-04 2.986494397627600136e-04 3.310200102564705982e-04 1.287412826407229526e-04 1.416786053381011777e-06 1.336058226129413257e-04 2.340246261860716036e-04 2.011525364843410701e-04 1.296878523951438286e-04 7.458277164334970680e-05
7.406182138429166742e-06 2.437601604862964431e-05 7.571098312821278277e-05 1.823256385867373360e-04 2.486074184499423669e-04 1.044090446316433478e-04 4.833367685901507067e-06 1.615520194441003564e-04 2.575506198059871322e-04 2.051510586408703050e-04 1.214991779275129976e-04 6.422218038824605740e-05
5.756703026298820780e-07 1.137332512796026252e-07 1.040433143781105910e-06 1.321799021509745971e-05 3.542898036497941008e-05 1.869420815615659186e-05 4.451719100312632575e-06 7.564426185026486933e-05 1.260838123487975290e-04 1.065714227612451261e-04 6.456408989302791774e-05 3.366918358521239302e-05
1.747133053403378383e-05 3.193560579590425639e-05 5.053004517012867026e-05 5.855890315833563935e-05 3.868335496913365850e-05 7.305319855176532560e-06 2.804631783743169871e-07 1.646092962205984109e-06 1.359305226404206618e-07 3.854323984660835901e-06 5.804352869168343447e-06 4.530507591689897514e-06
4.381152108962439658e-05 8.436372489544611045e-05 1.499820777492818949e-04 2.135218386118692012e-04 1.843677644399201968e-04 3.989707458090886646e-05 2.358157546722111343e-05 1.433465933941729432e-04 1.324753382929093999e-04 5.635279947911903413e-05 1.642433997312544439e-05 4.246629894495451113e-06
5.980532749977138924e-05 1.087535938198173679e-04 1.837943031907087680e-04 2.531574772277510256e-04 2.111468854076678926e-04 3.879123778871500336e-05 4.888844005868192804e-05 2.783549940709895577e-04 3.165229426781914369e-04 1.831569252291214193e-04 7.719135930407106084e-05 2.950250893575833328e-05
5.959334649864757435e-05 9.885820849890556718e-05 1.504639305155451904e-04 1.860362626351318421e-04 1.390148413651693152e-04 2.073996433593330025e-05 4.154775624930401084e-05 2.300268253671637034e-04 3.024177026399094462e-04 2.145614571635398474e-04 1.121185098424054219e-04 5.186636864960972098e-05
4.892495370121857141e-05 7.298640378196681502e-05 9.785351034717454084e-05 1.046906562796538195e-04 6.702131470338212231e-05 7.525614703393875476e-06 2.414086112759798969e-05 1.277416099619345944e-04 1.892839259597082927e-04 1.610790944515246795e-04 1.020538728163654135e-04 5.605804239683257004e-05
3.524412534518996679e-05 4.723081362290810809e-05 5.549706019321618233e-05 5.093313149672452168e-05 2.735291094862146532e-05 1.954517018259697963e-06 1.263786750669632315e-05 6.120886176055382699e-05 9.925560255527551585e-05 9.810300729236181574e-05 7.337909295792353437e-05 4.699804953969276186e-05
