1.053911079266010527e-06 1.676389516901701125e-06 2.415294763280759807e-06 3.145445911203680278e-06 3.405353628768712431e-06 2.885753031256977461e-06 1.820181322025346153e-06 9.276221732430752538e-07 2.331619262891822924e-07 2.076226134338368734e-08 4.173217825406066187e-09 2.398603680256278321e-08
1.842086542243462682e-06 3.125100207788081103e-06 4.854270759142995007e-06 6.633675428900020707e-06 7.164312600204922816e-06 5.809595952562329043e-06 3.291968980341237509e-06 1.459477839977877448e-06 2.150719632791761632e-07 3.752245281611722141e-10 7.427125576295374610e-08 1.113953061815395001e-07
2.967355020137169843e-06 5.516409174854893264e-06 9.294091564409608173e-06 1.353824922268944021e-05 1.475304930259518839e-05 1.120926981128378764e-05 5.431863159489388016e-06 1.982037412663667693e-06 8.598380815048523913e-08 1.321160602728643013e-07 3.947884430893234029e-07 3.811226290820896373e-07
4.223528685542511119e-06 8.371200571370779412e-06 1.463578643199247965e-05 2.129379274580470797e-05 2.170941387984835357e-05 1.389809839264972177e-05 4.385126491991840233e-06 7.710626953077803328e-07 2.022078844927483502e-07 1.237870554655898855e-06 1.512328443117611008e-06 1.109947956534754194e-06
5.048326713704932407e-06 1.044812301325000126e-05 1.818083879538253604e-05 2.485847057538657120e-05 2.193952535518014309e-05 1.068653640523971870e-05 1.373765722663776567e-06 3.496905233326004118e-08 2.515270055177925396e-06 4.704072839727740887e-06 4.086100318944618160e-06 2.530003930245903815e-06
5.122225251818942867e-06 1.073221955570914215e-05 1.782985973535177650e-05 2.209513285772776020e-05 1.609322280468065329e-05 4.690417455814557196e-06 1.989757579463365354e-08 2.604089021222721877e-06 8.830425242578385502e-06 1.150981116954079969e-05 8.284083504377512738e-06 4.595923850768742776e-06
4.184863022864216133e-06 8.492953281445888390e-06 1.334596698280212122e-05 1.508654104072237183e-05 9.521742920926868853e-06 1.204451056588926955e-06 1.265543966372443380e-06 7.760297609757469545e-06 1.679296868062234632e-05 1.878547855573601085e-05 1.224086466358308839e-05 6.304820299738585008e-06
2.637158942060234060e-06 4.791004178183268358e-06 6.783484295160241515e-06 6.225411069053322376e-06 2.484741682357312710e-06 3.342597969903791168e-07 6.879583191722633314e-06 1.678722988313229221e-05 2.510154609460298481e-05 2.346068481404673322e-05 1.409505894107411451e-05 6.961251244581644304e-06
1.330624352322190631e-06 1.993693540065808462e-06 2.348278207886891633e-06 1.392090782982455938e-06 6.317925157164878182e-08 3.097269447783162639e-06 1.163806235508701181e-05 1.997484098384267990e-05 2.429173814108738505e-05 2.040751205462377259e-05 1.190713035609758444e-05 5.925019534275345791e-06
5.811944590805160472e-07 7.001916857477258479e-07 6.487991800001368251e-07 1.460333655618448373e-07 2.212552142063514009e-07 4.344923029705118613e-06 1.083412444538214379e-05 1.568804018830350722e-05 1.712288080874160343e-05 1.386444282105469290e-05 8.230553688839283604e-06 4.288675628684500257e-06
1.958890760322865392e-07 1.572173547456292974e-07 5.643385468259096423e-08 3.791550100733070943e-08 7.800384088650820920e-07 3.873337756217659508e-06 7.494858799019006742e-06 9.700838345184988623e-06 9.811686438289027703e-06 7.788940140864926943e-06 4.846497809473745620e-06 2.704353519281027267e-06
4.800682644512417009e-08 1.800518119379534100e-08 2.365638105592786007e-09 1.569126958239956386e-07 7.525546420672835356e-07 2.300030881300463023e-06 3.874251626362484337e-06 4.776705303226206724e-06 4.721999491527079609e-06 3.834888091633609881e-06 2.566721224380708107e-06 1.554863331030383708e-06
